Unnamed: 0,review_profile_name,review_rating,review_title,review_body,review_context,review_link,review_id,Place,Date,sentiment_label,cleaned_review_body,lemma_review_body,forAnalysis,predicted_sentiment,predicted_sentiment_score,predicted_emotions,emotion,cons_list
89,Dinesh,2,Silent mode button not working,Not expected this from Amazon.,Reviewed in India on 10 October 2023,/gp/customer-reviews/RKCU8NLQS4C41/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,90,India,10-10-2023,NEGATIVE,not expected amazon,not expect amazon,True,NEGATIVE,0.9934903383255004,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': None, 'surprise': None}",[],"['Unmet expectations regarding product quality or service delivery that typically come with purchasing from a reputable company like Amazon. This could be related to the item being defective, delayed shipping times, poor customer support response, incorrect products received (wrong items sent), lack of information provided about the order status, damaged goods upon arrival, insufficient product quantity in an order where more was expected or needed, and/or a failure to honor returns policies.']"
90,Dinesh Choudhary,2,Heating problems,"The phone gets hot with heavy usage, and the battery life isn’t great. Plus, there’s no charger in the box, which is quite inconvenient.",Reviewed in India on 9 October 2023,/gp/customer-reviews/RQDIIH18V01N3/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,91,India,09-10-2023,NEGATIVE,phone gets hot with heavy usage battery life isn great plus no charger in box quite inconvenient,phone get hot with heavy usage battery life isn great plus no charger in box quite inconvenient,True,NEGATIVE,0.9970386028289796,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': None, 'surprise': None}",[],"['Phone overheats during heavy use', 'Poor battery life', 'Missing charger in the box']"
97,gagandeep singh,1,Bad,"Battery life on the iPhone 13 is disappointing. It drains quickly, and I find myself charging it more often than expected.",Reviewed in India on 20 August 2024,/gp/customer-reviews/R3R6KYUOPZQ00S/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,98,India,20-08-2024,NEGATIVE,battery life on iphone 13 disappointing drains quickly find charging than expected,battery life on iphone 13 disappointing drain quickly find charge than expect,True,NEGATIVE,0.9910728335380554,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': 0.7333687543869019, 'surprise': None}",['sadness'],['Battery drainage issues leading to frequent charges needed.']
99,Gudiya,1,Battery sucks,Battery backup is pathetic ..Regretting buying it :( it's not even one month and I have two charge it twice and thrice :( return window is closed now else I would have returned it,Reviewed in India on 19 June 2024,/gp/customer-reviews/R2P00HGK6HNZ4P/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,100,India,19-06-2024,NEGATIVE,battery backup pathetic regretting buying not even one month two charge twice thrice return window closed else would returned,battery backup pathetic regretting buying not even one month two charge twice thrice return window close else would return,True,NEGATIVE,0.9995013475418092,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': 0.9560983180999756, 'surprise': None}",['sadness'],"['Poor battery life requiring frequent charges.', 'Regret in purchase decision due to the product’inadequacy.', 'No longer eligible for a refund or exchange as the return period has expired.']"
101,Hage l.,1,What could it be Software or harware problem???Very disappointed.,"The iPhone 13 gets really hot during use and the battery drains faster than I expected. For the price, it’s not meeting my expectations.",Reviewed in India on 13 May 2024,/gp/customer-reviews/RUDCYU1TIFJCQ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,102,India,13-05-2024,NEGATIVE,iphone 13 gets really hot use battery drains faster than expected for price not meeting my expectations,iphone 13 get really hot use battery drain fast than expect for price not meet my expectation,True,NEGATIVE,0.9976288676261902,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': None, 'surprise': None}",[],"['Phone overheats during use', 'Battery life shorter than expected for its price range']"
104,Harsh Kr Harshit,2,Speekar problem,"The iPhone 13 heats up a lot during charging and has poor battery life. Also, it’s quite expensive and doesn’t seem to justify the price.",Reviewed in India on 28 May 2023,/gp/customer-reviews/RS3AH759VNJWY/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,105,India,28-05-2023,NEGATIVE,iphone 13 heats lot charging poor battery life also quite expensive doesn seem justify price,iphone 13 heat lot charge poor battery life also quite expensive doesn seem justify price,True,NEGATIVE,0.9994937181472778,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': 0.7708326578140259, 'surprise': None}",['sadness'],"['Heats up significantly during charging', 'Poor battery life', 'Expensive for its features', 'Does not justify the high cost']"
105,HARSHITGARG,1,Lose your hardearned money,Wrost phoneNo battery backupHighly restriction on using phone and apple say for security purpose,Reviewed in India on 9 July 2024,/gp/customer-reviews/R31DD4VJ2NWE13/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,106,India,09-07-2024,NEGATIVE,wrost phoneno battery backuphighly restriction on using phone apple say for security purpose,wrost phoneno battery backuphighly restriction on use phone apple say for security purpose,True,NEGATIVE,0.997852087020874,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': None, 'surprise': None}",[],"[""Battery life is insufficient as there's no battery backup option available, which can be inconvenient when the device runs out of power unexpectedly."", 'The restrictions imposed by Apple could limit user freedom in how they use their phone to some extent for security purposes.']"
106,Het Parikh,1,Never clear voice on phone calls,Whenever there is a phone call the other person can never hear voice clear,Reviewed in India on 20 July 2024,/gp/customer-reviews/R1NZI4ME3QON86/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,107,India,20-07-2024,NEGATIVE,whenever phone call other person never hear voice clear,whenever phone call other person never hear voice clear,True,NEGATIVE,0.9994736313819884,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': None, 'surprise': None}",[],"['Poor sound quality during calls', 'Difficulty hearing on the receiving end']"
109,Hruaii,1,Bad/old product sold as new,"Bought this product on 19th of december 2023 and after using one month bugging is there and on march20224, the phone just suddenly turns black and and cannot be switch on again.",Reviewed in India on 10 March 2024,/gp/customer-reviews/RYY3AVO55CAOO/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,110,India,10-03-2024,NEGATIVE,bought product on 19th december 2023 after using one month bugging on march20224 phone suddenly turns black cannot switch on again,buy product on 19th december 2023 after use one month bugging on march20224 phone suddenly turn black can not switch on again,True,NEGATIVE,0.9994794726371764,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': None, 'surprise': 0.862499475479126}",['surprise'],"['Bugs present in December 2023', 'Phone turned black and unresponsive by March 2024 (early failure)', 'Unable to turn the device back on after failing', 'Possible loss of data due to sudden shutdown/failure']"
110,"I have received defective iPhone 13, mobile phone restarting automatically, lagging, WiFi & blutooth is not working, I am very disappointed from seller & Amazon we trusting you to pay entire amount in advance & you are delivering defective product to your customers I am requesting you to please replace my order as on priority basis otherwise I will make a complain against you I have phone videos & photos.",1,"Delivered defective iPhone13, restarting automatically don't trust Amazon & Sellers."," have received defective iPhone 13, mobile phone restarting automatically, lagging, WiFi & blutooth is not working, I am very disappointed from seller & Amazon we trusting you to pay entire amount in advance & you are delivering defective product to your customers I am requesting you to please replace my order as on priority basis otherwise I will make a complain against you I have phone videos & photos, & customer care video recording I will publish on Twitter or social media, kindly look into this.",Reviewed in India on 17 October 2023,/gp/customer-reviews/R2XEIP05AMFY6O/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,111,India,17-10-2023,NEGATIVE,received defective iphone 13 mobile phone restarting automatically lagging wifi blutooth not working disappointed seller amazon trusting pay entire amount in advance delivering defective product customers requesting please replace my order on priority basis otherwise make complain against phone videos photos customer care video recording publish on twitter social media kindly look into,receive defective iphone 13 mobile phone restart automatically lag wifi blutooth not work disappointed seller amazon trusting pay entire amount in advance deliver defective product customer request please replace my order on priority basis otherwise make complain against phone video photo customer care video recording publish on twitter social medium kindly look into,True,NEGATIVE,0.9994993209838868,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': 0.7372120022773743, 'surprise': None}",['sadness'],"['iPhone 13 is defective and restarting automatically', 'WiFi and Bluetooth not working', 'Dissatisfaction with seller and Amazon for delivering a faulty product despite trust in their service', 'Request to replace the order on priority basis or face complaint by posting videos/photos online']"
111,ibraheem k.,1,Incoming call problem with this handset,Any one who call on my phone at first time it shows that user is busy and second time if callwithin 2-3 minthen it connect. First time call it shows as missed. It persist from day one when i put sim card. This is both for physical as well as esim. What should i have to do to get rid this problem.,Reviewed in India on 16 January 2024,/gp/customer-reviews/R1DBWO0SA0CTJ0/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,112,India,16-01-2024,NEGATIVE,any one call on my phone first time shows user busy second time callwithin 2 3 minthen connect first time call shows missed persist day one put sim card both for physical esim get rid problem,any one call on my phone first time show user busy second time callwithin 2 3 minthen connect first time call show miss persist day one put sim card both for physical esim get rid problem,True,NEGATIVE,0.9994180202484132,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': None, 'surprise': None}",[],"['Phone displays busy message initially and only connects after a few minutes of attempted calling, indicating the user has been missed on first attempt.', 'The issue persists from day one since new SIM card installation.', 'Problem occurs with both physical phone and eSIM.']"
112,Ibrahim Ahmed,1,A white dot bubble on the iPhone 13 screen when the product cover is opened.,"A white dot that resembles a bubble appears on the Apple iPhone 13 (512GB) screen when the product cover is opened. I chatted with 8 peresons on Amazon for 4 hours, during which time they advised me to upload multiple types of photos many times. After that, I was told to contact the Apple Brand Service Center, Bye-Pass Juntion Aluva. When I went to the brand centre they said they are not authorized service center.Do you mean we have to fix the problem ourselves if we buy the damaged item from you?",Reviewed in India on 23 December 2023,/gp/customer-reviews/R2IM0P71XAPHFH/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,113,India,23-12-2023,NEGATIVE,white dot resembles bubble appears on apple iphone 13 512gb screen product cover opened chatted with 8 peresons on amazon for 4 hours time advised upload multiple types photos many times after told contact apple brand service center bye pass juntion aluva went brand centre said not authorized service center mean fix problem buy damaged item,white dot resemble bubble appear on apple iphone 13 512 gb screen product cover open chat with 8 pereson on amazon for 4 hour time advise upload multiple type photo many time after tell contact apple brand service center bye pass juntion aluva go brand centre say not authorize service center mean fix problem buy damage item,True,NEGATIVE,0.9994719624519348,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': None, 'surprise': None}",[],"['White dot on screen when cover is opened', 'Advice given by Amazon representatives may be ineffective or misleading', 'No guarantee of resolution at Apple Brand Service Center, Bye', 'Pass Juntion Aluva', 'Potential inconvenience and time spent seeking a solution']"
113,Ishan Dadwal,5,Better quality photos,I realy happy about its performanceBut its Battry health will decrease rapidly ‘at last it is a good choice to buy an iPhone❤️,Reviewed in India on 11 August 2024,/gp/customer-reviews/R2OPIP52IK6JIB/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,114,India,11-08-2024,POSITIVE,realy happy about performancebut battry health decrease rapidly last good choice buy iphone,realy happy about performancebut battry health decrease rapidly last good choice buy iphone,True,NEGATIVE,0.9688984155654908,"{'anger': None, 'disgust': None, 'fear': None, 'joy': 0.8827431797981262, 'neutral': None, 'sadness': None, 'surprise': None}",['joy'],"['Battery life decreases rapidly', 'None (The review seems positive with no specific cons mentioned)']"
122,jerry vaz,1,Don not buy from Amazon,PLEASE DONT BUY PRODUCT FROM AMAZON AS THEY WILL NOT SUPPORT YOU AFTER DELIVERY AND YOU HAVE TO CONTACT APPLE AND AS PER THEM THEY WILL FOLLOW MULTIPLE STEPS AS YOU BROUGHT THE PRODUCT FROM THIRD PARTY PLEASE AVOID AND DO NOT GET TRAPED AS ITS YOUR HARD EARN MONEY—FACING BATTERY ISSUE WHICH IS DRAINING VERY FAST EVEN I AM NOT USING,Reviewed in India on 10 October 2023,/gp/customer-reviews/R3JHLVAFWMT4DP/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,123,India,10-10-2023,NEGATIVE,please dont buy product amazon not support after delivery contact apple per follow multiple steps brought product third party please avoid not get traped hard earn money facing battery issue draining fast even not using,please do not buy product amazon not support after delivery contact apple per follow multiple step bring product third party please avoid not get trap hard earn money face battery issue drain fast even not use,True,NEGATIVE,0.9995009899139404,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': None, 'surprise': None}",[],"['Amazon does not support customers after delivery.', 'Customers must contact Apple for assistance, which involves multiple steps and potential hassles.', ""The product is prone to battery issues that drain very fast even when the device isn't being used heavily. This implies a possible defect in manufacturing or poor build quality of the product itself rather than an inherent flaw with using third"", 'party sellers for purchasing, as implied by the reviewer.', ""The customer is concerned about getting trapped financially due to these issues and potential additional costs from Apple's support process (implicitly suggesting that this could be a financial drain).""]"
124,jiya,1,I am or sure if the product is in right condition,When ever I am speaking I have problem with speaker and people are not able to hear me. I really would be upset as Thai would be the 2nd time of the apple phone from Amazon is not on the best condition,Reviewed in India on 22 May 2024,/gp/customer-reviews/RUJQN44LKM5R8/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,125,India,22-05-2024,NEGATIVE,ever speaking problem with speaker people not able hear really would upset thai would 2nd time apple phone amazon not on best condition,ever speak problem with speaker people not able hear really would upset thai would 2nd time apple phone amazon not on good condition,True,NEGATIVE,0.9992231130599976,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': None, 'surprise': None}",[],"['Problems with speaker quality causing difficulty in being heard by others', 'Second purchase experience was unsatisfactory, indicating potential issues with product durability or initial impression.']"
125,Jnan Shetty,5,Using after 3 months honest review,"This is my first iPhone and it always feels good to hold this masterpiece. This looks premium not just because of its branding, it has everything which makes it feel premium. However, despite all the looks and finish, the transition from Android to Apple is not very smooth and you may constantly lack certain features that can make life easy. I was using vivo y19 Lite before this and still have that phone with me. Putting out the feature that is being missed by me-1. Forwarding Anything in Whatsapp: Forwarding anything in Whatsapp from IPhone takes bit more step as compared to what is being offered in Android. This makes the entire process slow for an Android User2. App Switcher: Apple could have easily made App Switcher easy with just light Swipe up, instead they made it with long pressed Swipe up. Why man, why.. You don't have any features for Swipe up, just make it easy to launch.3. Andorid Dialer is Always Missed: Every android has a basic feature, where you can search the contact directly from Phone Dialer, here Dialer is used for Dialing Number only and it will not suggest you similar contact from contacts or last Dial. This is really bad.. If you have to Dial a number directly, use Dialer.. If you have to dial someone from Recent Call log, shift to that and if you to dial someone from contact, shift to that. Man, all this can be done under one button, under dialer. Android user will miss this very badly.4. Sending Multiple Files in Whatsapp: If you wants to add more than 1 file directly from whatsapp, you have to do it twice. In Android, one can simple start selecting from whatspp itself and can select as many files as they wants and can send in a single click. Here for sending multiple files, you have to go to gallery or folder and select all files first and share it through whatsapp.5. No Swipe based shifting from Chats to Status and to calls: In Android Whatsapp, you can switch between Calls, Chats and Status by just swiping, here you have to press button of each.6. Contact Viewing: Contact list sorting method is still out of my mind. Man, make it easy. For example, if one of your contacts First Name or Middle Name or Last Name, any one of thing start with Alphabet ""A"", than it will be shown on top of the list. Apple, pls adopt any one method or at least allow us to customise it.7. Many Apps in Android are much more refined than its version on Apple.8. This is for those who had use Samsung Pay: Samsung Pay was one of the best app for making UPI or Card Payment, just swipe up from home screen of Samsung Phones (Only S Series) and the app is open for payment, I miss that here very badly.9. Lack of Dual Messenger Facility: You can't use two different WhatsApp numbers here in the same phone, as supported in all android right now.These are the issues that I face right now. Apart from this, the phone is good, the sound is loud and clear, it Feels Premium in Hand, the Touch is very good and Face ID works like a charm. Gesture control customisation is really good and you can customise a lot of things.",Reviewed in India on 30 December 2023,/gp/customer-reviews/R3FYB6F4TODK9A/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,126,India,30-12-2023,POSITIVE,my first iphone always feels good hold masterpiece looks premium not branding everything makes feel premium however despite all looks finish transition android apple not smooth may constantly lack certain features make life easy using vivo y19 lite before still phone with putting out feature missed by 1 forwarding anything in whatsapp forwarding anything in whatsapp iphone takes bit step compared offered in android makes entire process slow for android user2 app switcher apple could easily made app switcher easy with light swipe instead made with long pressed swipe man any features for swipe make easy launch 3 andorid dialer always missed every android basic feature search contact directly phone dialer dialer used for dialing number only not suggest similar contact contacts last dial really bad dial number directly use dialer dial someone recent call log shift dial someone contact shift man all done under one button under dialer android user miss badly 4 sending multiple files in whatsapp wants add than 1 file directly whatsapp twice in android one simple start selecting whatspp select many files wants send in single click for sending multiple files go gallery folder select all files first share whatsapp 5 no swipe based shifting chats status calls in android whatsapp switch between calls chats status by swiping press button each 6 contact viewing contact list sorting method still out my mind man make easy for example one contacts first name middle name last name any one thing start with alphabet than shown on top list apple pls adopt any one method least allow us customise 7 many apps in android much refined than version on apple 8 for use samsung pay samsung pay one best app for making upi card payment swipe home screen samsung phones only series app open for payment miss badly 9 lack dual messenger facility use two different whatsapp numbers in same phone supported in all android right issues face right apart phone good sound loud clear feels premium in hand touch good face id works like charm gesture control customisation really good customise lot things,my first iphone always feel good hold masterpiece look premium not brand everything make feel premium however despite all look finish transition android apple not smooth may constantly lack certain feature make life easy use vivo y19 lite before still phone with put out feature miss by 1 forward anything in whatsapp forward anything in whatsapp iphone take bit step compare offer in android make entire process slow for android user2 app switcher apple could easily make app switcher easy with light swipe instead make with long press swipe man any feature for swipe make easy launch 3 andorid dialer always miss every android basic feature search contact directly phone dialer dialer use for dialing number only not suggest similar contact contact last dial really bad dial number directly use dialer dial someone recent call log shift dial someone contact shift man all do under one button under dialer android user miss badly 4 send multiple file in whatsapp want add than 1 file directly whatsapp twice in android one simple start select whatspp select many file want send in single click for send multiple file go gallery folder select all file first share whatsapp 5 no swipe base shift chat status call in android whatsapp switch between call chat status by swipe press button each 6 contact view contact list sort method still out my mind man make easy for example one contact first name middle name last name any one thing start with alphabet than show on top list apple pls adopt any one method least allow we customise 7 many app in android much refined than version on apple 8 for use samsung pay samsung pay one good app for make upi card payment swipe home screen samsung phone only series app open for payment miss badly 9 lack dual messenger facility use two different whatsapp number in same phone support in all android right issue face right apart phone good sound loud clear feel premium in hand touch good face i d work like charm gesture control customisation really good customise lot thing,True,NEGATIVE,0.9886159300804138,"{'anger': None, 'disgust': None, 'fear': None, 'joy': 0.7227587699890137, 'neutral': None, 'sadness': None, 'surprise': None}",['joy'],"[""The transition from Android to iPhone feels not smooth for an Android user due to missing certain features that make life easy on Android phones, such as the feature in WhatsApp where one could forward anything with just more steps compared to Android's method which is faster and easier."", 'App Switcher functionality requires a long press of Swipe up instead of lightly swiping it like an Android phone does making launching apps less convenient for users used to simpler methods on their previous devices, such as the Vivo y19 Lite smartphone they previously owned.', ""The lack of direct search function in Phone Dialer is a downside compared with other android phones where one can directly dial someone from recent call log or contacts and it's only used for making calls not suggestions which makes this feature less efficient on iPhone when dealing with contact searches, especially if the user has to frequently switch between numbers."", 'The process of sending multiple files in Wh']"
127,Juhi,2,Blurr display,It has a blurr display I noticed it in8 days n could not replace it.,Reviewed in India on 18 October 2023,/gp/customer-reviews/R2OBLU9WMJWXEY/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,128,India,18-10-2023,NEGATIVE,blurr display noticed in8 days n could not replace,blurr display notice in8 day n could not replace,True,NEGATIVE,0.9993403553962708,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': 0.7524805665016174, 'surprise': None}",['sadness'],"['Blurry screen quality', 'Short lifespan (replacement needed within 8 days)']"
128,junaid,2,Highly Overrated phone,"I switched to ios from Android and being my first experience, I didn't find anything exciting. After trying to settle down for two weeks , i had enuff and finally decided to sell off the phone.Apple doesn't even provide u small things like fonts or themes but then allows third party apps to do so.So basically apple wants you to sell your kidney first to get the phone and then sell other parts also to change font etcMy 11x has much better wifi connectivity than iphone 13.. camera is ok nothing to say 'wow' about.Overall an overrated phone and too pricey.. happy to switch back to Android.",Reviewed in India on 8 June 2022,/gp/customer-reviews/R1SRIXVRBVSKAV/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,129,India,08-06-2022,NEGATIVE,switched ios android my first experience didn find anything exciting after trying settle for two weeks enuff finally decided sell off phone apple doesn even provide u small things like fonts themes allows third party apps apple wants sell kidney first get phone sell other parts also change font etcmy 11x much better wifi connectivity than iphone 13 camera ok nothing say wow about overall overrated phone pricey happy switch back android,switch io android my first experience didn find anything exciting after try settle for two week enuff finally decide sell off phone apple doesn even provide u small thing like font theme allow third party app apple want sell kidney first get phone sell other part also change font etcmy 11x much well wifi connectivity than iphone 13 camera ok nothing say wow about overall overrated phone pricey happy switch back android,True,NEGATIVE,0.9960087537765504,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': None, 'surprise': 0.7626192569732666}",['surprise'],"['Lack of excitement in the first experience with iOS; felt like selling off the phone after two weeks.', 'Frustration due to Apple not providing small customization options such as fonts or themes, but allowing third party apps for these features.', 'Perception that Apple wants users to sell their body parts (kidney) in order to get a device and then continue selling other parts like eyes/ears etc.', ""iPhone X has better wifi connectivity compared to the iPhone 13, but camera quality is not exceptional or 'wow' factor."", 'Overall dissatisfaction with Apple products being overrated in terms of features versus their price point; preference for Android devices due to this reason and positive past experiences on it.']"
134,Kamalesh Pradhan,2,Boxes seal,Seal was broken of phone box,Reviewed in India on 13 October 2023,/gp/customer-reviews/R7BA1CYADKALE/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,135,India,13-10-2023,NEGATIVE,seal broken phone box,seal break phone box,True,NEGATIVE,0.999433934688568,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': None, 'surprise': None}",[],"['Broken seal on the phone box', 'Potential security risk due to a compromised locking mechanism']"
135,Kanak Devi Patni,2,heating and charging,the phone was good but there is heating issue and rhe phone is not charging properly,Reviewed in India on 15 October 2023,/gp/customer-reviews/R1MOXSNW40KTHF/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,136,India,15-10-2023,NEGATIVE,phone good heating issue rhe phone not charging properly,phone good heating issue rhe phone not charge properly,True,NEGATIVE,0.998241662979126,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': 0.7094939947128296, 'surprise': None}",['sadness'],"['Heating issue with the device', 'Phone does not charge properly']"
137,KAPIL MORE,2,Battery heating problem,While charging too much battery heating problem happened,Reviewed in India on 5 August 2024,/gp/customer-reviews/R2IGTUEDN2S62D/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,138,India,05-08-2024,NEGATIVE,charging much battery heating problem happened,charge much battery heating problem happen,True,NEGATIVE,0.9987529516220092,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': None, 'surprise': None}",[],"['Battery overheats while charging', 'Excessive energy consumption leading to high charges costs\n\nNone']"
138,Karan,1,Not worth the price,Overpriced battery backup also low,Reviewed in India on 27 April 2024,/gp/customer-reviews/R3D2GBKWIAE0TT/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,139,India,27-04-2024,NEGATIVE,overpriced battery backup also low,overprice battery backup also low,True,NEGATIVE,0.999494194984436,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': 0.7971764206886292, 'surprise': None}",['sadness'],"['Overpriced', 'Low capacity']"
141,Kavin,1,Wasted,Waste of money poor battery backup only videography is goodBetter buy Samsung series,Reviewed in India on 29 April 2024,/gp/customer-reviews/RHD0VLL81M0YN/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,142,India,29-04-2024,NEGATIVE,waste money poor battery backup only videography goodbetter buy samsung series,waste money poor battery backup only videography goodbetter buy samsung series,True,NEGATIVE,0.999497413635254,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': None, 'surprise': None}",[],"['Poor battery support', 'Limited to just video quality enhancement', 'Not competitive price point compared to alternatives like the Samsung series']"
142,Kay,1,Voice breaks during call.,"During phone conversations, the my voice intermittently breaks, making it difficult for the person on the other end to understand.Communication becomes unclear and frustrating, affecting the quality of the call.And it is not due to network issue.Also tried restart and everything. Any solution? What is the policy to get a replacement?",Reviewed in India on 23 June 2024,/gp/customer-reviews/R1YHVW3E7R5NAC/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,143,India,23-06-2024,NEGATIVE,phone conversations my voice intermittently breaks making difficult for person on other end understand communication becomes unclear frustrating affecting quality call not due network issue also tried restart everything any solution policy get replacement,phone conversation my voice intermittently break make difficult for person on other end understand communication become unclear frustrating affect quality call not due network issue also try restart everything any solution policy get replacement,True,NEGATIVE,0.9995030164718628,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': None, 'surprise': None}",[],"['Voice breaks intermittently during calls', 'Communication becomes unclear and frustrating for both parties involved in the conversation', 'The problem does not seem related to a network issue as it persists even after restarting.']"
