,review_profile_name,review_rating,review_title,review_body,review_context,review_link,review_id,Place,Date,sentiment_label,cleaned_review_body,lemma_review_body,forAnalysis,predicted_sentiment,predicted_sentiment_score,predicted_emotions,emotion
51,Arhaan,2,Not so bad,Phone is good but not worth the price. In this price segment you can get far better options in Android,Reviewed in India on 2 January 2024,/gp/customer-reviews/R82YSO7POHOOF/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,52,India,02-01-2024,NEGATIVE,phone good not worth price in price segment get far better options in android,phone good not worth price in price segment get far well option in android,True,NEGATIVE,0.9981866478919983,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': None, 'surprise': None}",
52,Arif Khan,1,USB Data Cable,Mobile Phone is Okey but USB Data Cable not good as you provide inbox 👎,Reviewed in India on 11 April 2024,/gp/customer-reviews/R151OYW1E4UFRO/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,53,India,11-04-2024,NEGATIVE,mobile phone okey usb data cable not good provide inbox,mobile phone okey usb datum cable not good provide inbox,True,NEGATIVE,0.9994220733642578,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': 0.7875174283981323, 'surprise': None}",sadness
53,Arijiit Das,1,Never buy apple product from Amazon,"I ordered this phone on 3rd may and got delivered on the same day. Its not even 24 hours now but I am facing touch issue on the right middle side of the phone. Having difficulty on sending messages and typing 9 on dialpad. Amazon told me they can only give a replacement if I get a delivery report and service report from iPlanet Care, so I got then and mailed them. Remember they bluntly said there are no refund on this. Now sometime back Amazon said they cant even give me a replacement also and its totally being handled by apple. So I have to go back into iplant care and get my screen replaced.MORAL OF THE STORY- Don't buy apple products from Amazon or Flipkart, always buy from apple authorized reseller. Even if the price is little high but you get an immediate replacement.",Reviewed in India on 4 May 2022,/gp/customer-reviews/R32TYBYSDHIY8J/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,54,India,04-05-2022,NEGATIVE,ordered phone on 3rd may got delivered on same day not even 24 hours facing touch issue on right middle side phone difficulty on sending messages typing 9 on dialpad amazon told only give replacement get delivery report service report iplanet care got mailed remember bluntly said no refund on sometime back amazon said cant even give replacement also totally handled by apple go back into iplant care get my screen replaced moral story buy apple products amazon flipkart always buy apple authorized reseller even price little high get immediate replacement,order phone on 3rd may get deliver on same day not even 24 hour face touch issue on right middle side phone difficulty on send message type 9 on dialpad amazon tell only give replacement get delivery report service report iplanet care get mail remember bluntly say no refund on sometime back amazon say can not even give replacement also totally handle by apple go back into iplant care get my screen replace moral story buy apple product amazon flipkart always buy apple authorize reseller even price little high get immediate replacement,True,NEGATIVE,0.9988640546798706,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': None, 'surprise': None}",
54,Arjun,4,Very nice,It’s a awesome 😍,Reviewed in India on 7 June 2024,/gp/customer-reviews/R10BWXIUOZP3MS/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,55,India,07-06-2024,POSITIVE,awesome,awesome,True,POSITIVE,0.9985532164573669,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': None, 'surprise': None}",
55,Arjun,2,Phone hangs a lot,"When over call and screen is black, phone hangs and then it take minutes to recover. Didn’t expected this from iphone.And also price dropped by 12000, just after I purchased. Even amazon didn’t provided any price review. So disappointing. Don’t buy",Reviewed in India on 7 September 2023,/gp/customer-reviews/RQ6A0A9VNOBXV/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,56,India,07-09-2023,NEGATIVE,over call screen black phone hangs take minutes recover didn expected iphone also price dropped by 12000 after purchased even amazon didn provided any price review disappointing buy,over call screen black phone hang take minute recover didn expect iphone also price drop by 12000 after purchase even amazon didn provide any price review disappointing buy,True,NEGATIVE,0.9995008707046509,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': None, 'surprise': None}",
56,Arjun S.,1,Horrible,The delivery boy demanded Rs.500/- and after that only exchanged the phone,Reviewed in India on 16 June 2024,/gp/customer-reviews/R1YRXG8GCD4EA4/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,57,India,16-06-2024,NEGATIVE,delivery boy demanded rs 500 after only exchanged phone,delivery boy demand rs 500 after only exchange phone,True,NEGATIVE,0.9993738532066345,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': None, 'surprise': None}",
57,Arjun saini,5,Camera quality are osam,Best phone,Reviewed in India on 26 August 2024,/gp/customer-reviews/R2TB6A666WJVXQ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,58,India,26-08-2024,POSITIVE,best phone,good phone,False,POSITIVE,0.9983249306678772,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': 0.7208229303359985, 'sadness': None, 'surprise': None}",neutral
58,Arvind PINTO,1,BAD PRODUCT,"I purchased an Apple 13 from Amazon. The phone does not charge and while it charges it charges it vibrates. There is no warantyin the box. I am trying to contact a service centre, but the service centres say that since you have purchased it from Amazon you have to contact Amazon. Kindly let me know how do I get a warranty and who to contact for service of the phone",Reviewed in India on 6 August 2024,/gp/customer-reviews/R187L4X6O1UTIO/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,59,India,06-08-2024,NEGATIVE,purchased apple 13 amazon phone not charge charges charges vibrates no warantyin box trying contact service centre service centres say since purchased amazon contact amazon kindly let know how get warranty contact for service phone,purchase apple 13 amazon phone not charge charge charge vibrate no warantyin box try contact service centre service centre say since purchase amazon contact amazon kindly let know how get warranty contact for service phone,True,NEGATIVE,0.9978261590003967,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': None, 'surprise': None}",
59,Ashish,5,Actually beast,It’s almost one year ago I bought this phoneMy battery health is 95%This gives me almost full day backup,Reviewed in India on 14 July 2024,/gp/customer-reviews/RPPTZHQCMVGIK/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,60,India,14-07-2024,POSITIVE,one year ago bought phonemy battery health 95 gives full day backup,one year ago buy phonemy battery health 95 give full day backup,True,POSITIVE,0.9987465143203735,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': 0.7718282341957092, 'sadness': None, 'surprise': None}",neutral
60,Asmaa Seth,2,The charger stopped working within a month..,The phone is fine but the charger quality is so bad that it stopped working within a month.,Reviewed in India on 19 May 2022,/gp/customer-reviews/R17G89TPSMEVGT/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,61,India,19-05-2022,NEGATIVE,phone fine charger quality bad stopped working within month,phone fine charger quality bad stop work within month,True,NEGATIVE,0.9994994401931763,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': 0.7899742722511292, 'surprise': None}",sadness
61,Asterio,5,Good,Loving my new iPhone 13! The camera quality is fantastic and the design is very elegant. The performance is smooth,Reviewed in India on 12 July 2024,/gp/customer-reviews/R3JD0MAT89W10P/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,62,India,12-07-2024,POSITIVE,loving my new iphone 13 camera quality fantastic design elegant performance smooth,love my new iphone 13 camera quality fantastic design elegant performance smooth,True,POSITIVE,0.9988860487937927,"{'anger': None, 'disgust': None, 'fear': None, 'joy': 0.9162487983703613, 'neutral': None, 'sadness': None, 'surprise': None}",joy
62,Avinash Bhor,2,Half the thing iPhone cannot do like Android,"Android is the best. The iPhone 13 heats up during charging, and the battery life is underwhelming. Also, the phone hangs occasionally. It’s not worth the high cost.",Reviewed in India on 5 January 2023,/gp/customer-reviews/R2B8FSVNRG58HI/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,63,India,05-01-2023,NEGATIVE,android best iphone 13 heats charging battery life underwhelming also phone hangs occasionally not worth high cost,android good iphone 13 heat charge battery life underwhelme also phone hang occasionally not worth high cost,True,NEGATIVE,0.9994946718215942,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': 0.7943265438079834, 'surprise': None}",sadness
63,Avinash Gupta,2,Rear Camera not working,Rear Camera not working and unable to replace mobile.,Reviewed in India on 27 March 2023,/gp/customer-reviews/R3KFPB0BLVBLW8/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,64,India,27-03-2023,NEGATIVE,rear camera not working unable replace mobile,rear camera not work unable replace mobile,True,NEGATIVE,0.9994747042655945,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': None, 'surprise': None}",
64,Awesome product,5,The quality,Features quakity,Reviewed in India on 31 July 2024,/gp/customer-reviews/R2GDX4OS9KTJJ4/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,65,India,31-07-2024,POSITIVE,features quakity,feature quakity,False,NEGATIVE,0.9910480380058289,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': 0.7119841575622559, 'sadness': None, 'surprise': None}",neutral
65,Ayush,5,Fantastic phone go for it,If under 45k go for itnever get regret,Reviewed in India on 27 July 2024,/gp/customer-reviews/R2YTXCTJH7R7M0/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,66,India,27-07-2024,POSITIVE,under 45k go for itnever get regret,under 45k go for itnever get regret,True,POSITIVE,0.9985551238059998,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': 0.932370662689209, 'surprise': None}",sadness
66,Azhar Islam,2,battery not upto the mark,Everything about this iphone is good axcept battery. I have tp charge it twice a day and camera is good not best but video recording is beast settings app hangs sometimes and background app refresh doesn't work properly maybe it will get better with update,Reviewed in India on 3 March 2023,/gp/customer-reviews/R3B9GLTOYGYJLP/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,67,India,03-03-2023,NEGATIVE,everything about iphone good axcept battery tp charge twice day camera good not best video recording beast settings app hangs sometimes background app refresh doesn work properly get better with update,everything about iphone good axcept battery tp charge twice day camera good not good video recording beast settings app hang sometimes background app refresh doesn work properly get well with update,True,POSITIVE,0.9981873631477356,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': None, 'surprise': None}",
67,Aztech,5,Apple phone,"As it is an apple product, quality is ensured and proven",Reviewed in India on 22 August 2024,/gp/customer-reviews/R159GE2Q7WQVXW/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,68,India,22-08-2024,POSITIVE,apple product quality ensured proven,apple product quality ensure prove,True,POSITIVE,0.9985515475273132,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': None, 'surprise': None}",
68,"Battery health is not good, battery percentage decreased continuously and without mobile usage",2,Battery prob,Battery decreased continuously,Reviewed in India on 25 May 2024,/gp/customer-reviews/R1051YXR94I945/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,69,India,25-05-2024,NEGATIVE,battery decreased continuously,battery decrease continuously,False,NEGATIVE,0.999439537525177,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': None, 'surprise': None}",
69,Beena,1,No support from Amazon,During the startup itself the phone hangs and I wanted to return.Time was there till 9th July.When I tried to return there is no option nor I didn't get support from Amazon.I was really upset with Amazon.,Reviewed in India on 16 July 2024,/gp/customer-reviews/ROYETZPCOFBZM/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,70,India,16-07-2024,NEGATIVE,startup phone hangs wanted return time till 9th july tried return no option nor didn get support amazon really upset with amazon,startup phone hang want return time till 9th july try return no option nor didn get support amazon really upset with amazon,True,NEGATIVE,0.9994926452636719,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': 0.7099990248680115, 'surprise': None}",sadness
70,Bharadwaj,5,Best iPhone,Affordable priced iPhone. Great build quality and fabulous user experience,Reviewed in India on 31 August 2024,/gp/customer-reviews/R29WS3N7ZTHQ2F/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,71,India,31-08-2024,POSITIVE,affordable priced iphone great build quality fabulous user experience,affordable price iphone great build quality fabulous user experience,True,POSITIVE,0.9989155530929565,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': None, 'surprise': None}",
71,BHARATHARAJU,4,Good product,Good product,Reviewed in India on 17 August 2024,/gp/customer-reviews/R1EX5JO6F9A4L5/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,72,India,17-08-2024,POSITIVE,good product,good product,False,POSITIVE,0.9988256096839905,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': 0.8036730885505676, 'sadness': None, 'surprise': None}",neutral
72,Bicky,4,Only problem is the battery,"Battery time was low , often need to charge two times a day",Reviewed in India on 26 May 2024,/gp/customer-reviews/R308C5B9U321FO/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,73,India,26-05-2024,POSITIVE,battery time low need charge two times day,battery time low need charge two time day,True,NEGATIVE,0.9931851029396057,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': 0.7139068245887756, 'sadness': None, 'surprise': None}",neutral
73,Bishwajeet Roy,1,Fake phone,"Camera not good in my phoneNo water resistant, totally blanked out in 10 minutes rain while resting inside my pocket",Reviewed in India on 22 August 2024,/gp/customer-reviews/R305Q0NBDCHUE5/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,74,India,22-08-2024,NEGATIVE,camera not good in my phoneno water resistant totally blanked out in 10 minutes rain resting inside my pocket,camera not good in my phoneno water resistant totally blank out in 10 minute rain rest inside my pocket,True,NEGATIVE,0.9994938373565674,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': 0.7125751972198486, 'surprise': None}",sadness
74,Biswanath Ghosh,2,Heating issue and poor battery life,Price: 81kProblem: 1. Heating issue2. Poor battery lifeThat's all from my side now it's your choice.. 🙏,Reviewed in India on 19 June 2022,/gp/customer-reviews/R15KT09WM0610Y/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,75,India,19-06-2022,NEGATIVE,price 81kproblem 1 heating issue2 poor battery lifethat all my side choice,price 81kproblem 1 heating issue2 poor battery lifethat all my side choice,True,NEGATIVE,0.999479353427887,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': 0.8452231884002686, 'surprise': None}",sadness
75,Blabz,4,Awesome price,Got this in sale for a super value price. Phone is good one can find lots of reviews on it elsewhere.One star reduced because amazon collected 1k more at the time of exchange on a flawless phone exchange with no reasons and complaint which was raised to be resolved in 72hrs is on shelf.Be careful with exchange sometimes it can be misleading.,Reviewed in India on 17 October 2023,/gp/customer-reviews/R11TTT00HYVEV7/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,76,India,17-10-2023,POSITIVE,got in sale for super value price phone good one find lots reviews on one star reduced amazon collected 1k time exchange on flawless phone exchange with no reasons complaint raised resolved in 72hrs on shelf careful with exchange sometimes misleading,get in sale for super value price phone good one find lot review on one star reduce amazon collect 1k time exchange on flawless phone exchange with no reason complaint raise resolve in 72hrs on shelf careful with exchange sometimes mislead,True,POSITIVE,0.9984208345413208,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': None, 'surprise': None}",
76,Bobby,5,It’s completely worth it product,I’m using it from almost 2 months there no issue I’m facing as such now …camera quality is great 👍 and best part is it’s Display gives you premium experience u can go for it,Reviewed in India on 17 August 2024,/gp/customer-reviews/RACO676WH8VYK/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,77,India,17-08-2024,POSITIVE,m using 2 months no issue m facing camera quality great best part display gives premium experience u go for,m use 2 month no issue m face camera quality great good part display give premium experience u go for,True,POSITIVE,0.9988698363304138,"{'anger': None, 'disgust': None, 'fear': None, 'joy': 0.9767968058586121, 'neutral': None, 'sadness': None, 'surprise': None}",joy
77,Bodiredla krishna venkata naga Durga trinadh Reddy,1,Not up to the mark,At first so excitedto take an iPhone.. Which went in vein.. Heating issue while charging.. Lag In every app.. I have no pros to say.. Even after updates,Reviewed in India on 28 August 2024,/gp/customer-reviews/RNXLX1IKLTFQK/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,78,India,28-08-2024,NEGATIVE,first excitedto take iphone went in vein heating issue charging lag in every app no pros say even after updates,first excitedto take iphone go in vein heating issue charge lag in every app no pro say even after update,True,NEGATIVE,0.9994927644729614,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': None, 'surprise': None}",
78,C chennappa,2,Overheating while using,Over heating issue,Reviewed in India on 25 April 2024,/gp/customer-reviews/R3EKC8BCI6SDZY/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,79,India,25-04-2024,NEGATIVE,over heating issue,over heating issue,False,NEGATIVE,0.9949671626091003,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': None, 'surprise': None}",
79,CHAITAN,2,Gaming,"iPhone 13 for bgmi is actually, averageIt provide 60 FPS But so heat without AC or fan, don’t purchase iPhone 13, if you want to Purchase Then go to android, is better option?If you play out games, I think you go to android is best because I think every phone in android will get 90 FPS I definitely recommend to buy Iqoo 12 🫨",Reviewed in India on 24 August 2024,/gp/customer-reviews/R1EHIAFKGVJPI5/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,80,India,24-08-2024,NEGATIVE,iphone 13 for bgmi averageit provide 60 fps heat without ac fan purchase iphone 13 want purchase go android better option play out games think go android best think every phone in android get 90 fps definitely recommend buy iqoo 12,iphone 13 for bgmi averageit provide 60 fps heat without ac fan purchase iphone 13 want purchase go android well option play out game think go android good think every phone in android get 90 fps definitely recommend buy iqoo 12,True,POSITIVE,0.9987577199935913,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': None, 'surprise': None}",
80,chetana kaushik,5,i phone,camera quality is top,Reviewed in India on 11 August 2024,/gp/customer-reviews/R1834ZUAPDN4T/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,81,India,11-08-2024,POSITIVE,camera quality top,camera quality top,True,POSITIVE,0.9986758828163147,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': 0.8962730169296265, 'sadness': None, 'surprise': None}",neutral
81,Chethan,1,Do not buy from this seller or from amazon,I brought a new iPhone 13 and when we opened the touch is not responding at all.I called the support number and they gave the apple support number. I called apple support and they asked to visit the service centre.,Reviewed in India on 16 February 2024,/gp/customer-reviews/R1FQVBRY0H2RBJ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,82,India,16-02-2024,NEGATIVE,brought new iphone 13 opened touch not responding all called support number gave apple support number called apple support asked visit service centre,bring new iphone 13 open touch not respond all call support number give apple support number call apple support ask visit service centre,True,NEGATIVE,0.9993482232093811,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': None, 'surprise': None}",
82,Consumer,4,Good Choice,Good Camera Quality in Night as well as in Day Light Battery should be an issue for such consumers who use it for heavy use other wise good product at that price 45k,Reviewed in India on 14 December 2023,/gp/customer-reviews/R1D3HWJM3FDKR8/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,83,India,14-12-2023,POSITIVE,good camera quality in night in day light battery issue for consumers use for heavy use other wise good product price 45k,good camera quality in night in day light battery issue for consumer use for heavy use other wise good product price 45k,True,POSITIVE,0.9987323880195618,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': 0.7451680898666382, 'sadness': None, 'surprise': None}",neutral
83,Consumer,2,iPhone delivered in Unsealed box,"iPhone delivered in Unsealed box. Battery drains quickly and the phone heats up a lot, especially with heavy use. The iPhone 13 is overpriced for what it delivers.",Reviewed in India on 23 January 2023,/gp/customer-reviews/R1ILH8B3FNKOGA/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,84,India,23-01-2023,NEGATIVE,iphone delivered in unsealed box battery drains quickly phone heats lot especially with heavy use iphone 13 overpriced for delivers,iphone deliver in unsealed box battery drain quickly phone heat lot especially with heavy use iphone 13 overprice for deliver,True,NEGATIVE,0.9994738698005676,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': None, 'surprise': None}",
84,debarghyo chaudhuri,4,Review after 1 week of usage,"Got it for 65K on Amazon prime day. So as a lifelong android user I have switched to IOS. So will be dividing this into the pros and negs:Product red 128GBPros:1) Received genuine product from Amazon( was quite sceptic about it though)2) Built quality excellent3) Camera quality excellent. True to life color reproduction, Indoor conditions amazing, night photos are good, facial tones are very good, day clicks are amazing. In short it's an amazing exp. Selfie cam also produces very good quality images. And also no shift in dynamic range while shifting B/W wide and ultra wide cams.4) Display:- Its a really great display, not 120 hz, but the experience is no less than a 120 hz, coz of apple's great software optimization, buttery smooth, no jitters on the screen, won't feel like a 60 hz panel. Now the notch, yes it will be bothering a little bit but its got its own functions, face unlock and stuff (works great in all environmental conditions)after a little while you get adjusted and it got its own magic functions like when when the phone rings and you go close to it, it detects your presence and lowers the vol level.5) Performance: Most powerful processor in the world.6) Battery:- With light usage will easily go for 2 days and with heavy 1 day. Remember to follow a charging pattern and it will give a solid battery exp.7) Speakers: Very loud with a small thumpCons:1) To keep photos and stuff you need to buy storage. 5 GB by default but that's nothing. Download google photos as an alternate sol. if you don't wanna buy storage.2) File management system sucks, android is much better.3) It has dolby atmos but for that you need a subscription to Apple music.4) Does not have a telephoto cam, which I think is a must at this price point.5) Somehow I am not getting 4g+ on my airtel, don't know why but in my android phone always used to get that.6) No USB C7) Siri is dumb AF8) Apple maps are not good, so download Google maps.9) Google keypad is much better than apple's.10) Notification panel and those small things like typing in the notification panel and other things that you can do in android is much much better than apple.11) As of now no haptic feedback while typing maybe coming on IOS 16Note:- Apple ecosystem still exploring that part but whenever you click any pic it automatically gets updated and I can see it in my Macbook also.Overall I would say if you are planning to buy a phone for responsiveness and does the everyday stuff without any hanging problems and stuff then buy it, and also if you are planning to keep it for a long time, then I think its a good investment for the future. Its got Great resale value.Hope this helps in making your decision easier.Update after 2 weeks of usage:All the above points remains the same, but I did check out the ecosystem and the experience has been amazing.1) I can receive and make phone calls (cellular calls) from my macbook, and the call quality is also good.So basically you can keep your phone in some other section of the house and you are working with your macbook somewhere else and if some call comes you can receive that on your macbook. PS:- your phone and macbook should be connected to a similar network, i.e wi-fi.2) Airplay- Just from the lock screen itself i can play any video and also listen to music from my phone. So basically you can watch youtube amazon prime videos(app not in the macbook but present on phone) and other stuff and also listen to music, and the switch of devices is also seamless. So someone in my house can use my macbook to watch movies on amazon prime(playing from my phone) and I can browse linkedin or FB from my iphone.",Reviewed in India on 30 July 2022,/gp/customer-reviews/R16W6CTIKEUDKM/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,85,India,30-07-2022,POSITIVE,got for 65k on amazon prime day lifelong android user switched ios dividing into pros negs product red 128gbpros 1 received genuine product amazon quite sceptic about though 2 built quality excellent3 camera quality excellent true life color reproduction indoor conditions amazing night photos good facial tones good day clicks amazing in short amazing exp selfie cam also produces good quality images also no shift in dynamic range shifting b w wide ultra wide cams 4 display really great display not 120 hz experience no less than 120 hz coz apple great software optimization buttery smooth no jitters on screen won feel like 60 hz panel notch yes bothering little bit got own functions face unlock stuff works great in all environmental conditions after little get adjusted got own magic functions like phone rings go close detects presence lowers vol level 5 performance most powerful processor in world 6 battery with light usage easily go for 2 days with heavy 1 day remember follow charging pattern give solid battery exp 7 speakers loud with small thumpcons 1 keep photos stuff need buy storage 5 gb by default nothing download google photos alternate sol wanna buy storage 2 file management system sucks android much better 3 dolby atmos for need subscription apple music 4 not telephoto cam think must price point 5 somehow not getting 4g on my airtel know in my android phone always used get 6 no usb c7 siri dumb af8 apple maps not good download google maps 9 google keypad much better than apple 10 notification panel small things like typing in notification panel other things in android much much better than apple 11 no haptic feedback typing coming on ios 16note apple ecosystem still exploring part whenever click any pic automatically gets updated see in my macbook also overall would say planning buy phone for responsiveness everyday stuff without any hanging problems stuff buy also planning keep for long time think good investment for future got great resale value hope helps in making decision easier update after 2 weeks usage all above points remains same check out ecosystem experience amazing 1 receive make phone calls cellular calls my macbook call quality also good keep phone in some other section house working with macbook somewhere else some call comes receive on macbook ps phone macbook connected similar network e wi fi 2 airplay lock screen play any video also listen music my phone watch youtube amazon prime videos app not in macbook present on phone other stuff also listen music switch devices also seamless someone in my house use my macbook watch movies on amazon prime playing my phone browse linkedin fb my iphone,get for 65k on amazon prime day lifelong android user switch io dividing into pro neg product red 128gbpros 1 receive genuine product amazon quite sceptic about though 2 build quality excellent3 camera quality excellent true life color reproduction indoor condition amazing night photo good facial tone good day click amazing in short amazing exp selfie cam also produce good quality image also no shift in dynamic range shift b w wide ultra wide cam 4 display really great display not 120 hz experience no less than 120 hz coz apple great software optimization buttery smooth no jitter on screen win feel like 60 hz panel notch yes bother little bit get own function face unlock stuff work great in all environmental condition after little get adjust get own magic function like phone ring go close detect presence lower vol level 5 performance most powerful processor in world 6 battery with light usage easily go for 2 day with heavy 1 day remember follow charge pattern give solid battery exp 7 speaker loud with small thumpcon 1 keep photo stuff need buy storage 5 gb by default nothing download google photo alternate sol wanna buy storage 2 file management system suck android much well 3 dolby atmo for need subscription apple music 4 not telephoto cam think must price point 5 somehow not get 4 g on my airtel know in my android phone always use get 6 no usb c7 siri dumb af8 apple map not good download google maps 9 google keypad much well than apple 10 notification panel small thing like type in notification panel other thing in android much much well than apple 11 no haptic feedback type come on io 16note apple ecosystem still explore part whenever click any pic automatically get update see in my macbook also overall would say plan buy phone for responsiveness everyday stuff without any hang problem stuff buy also plan keep for long time think good investment for future get great resale value hope help in make decision easy update after 2 week usage all above point remain same check out ecosystem experience amazing 1 receive make phone call cellular call my macbook call quality also good keep phone in some other section house work with macbook somewhere else some call come receive on macbook ps phone macbook connect similar network e wi fi 2 airplay lock screen play any video also listen music my phone watch youtube amazon prime video app not in macbook present on phone other stuff also listen music switch device also seamless someone in my house use my macbook watch movie on amazon prime play my phone browse linkedin fb my iphone,True,POSITIVE,0.9989067316055298,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': None, 'surprise': None}",
