Unnamed: 0,review_profile_name,review_rating,review_title,review_body,review_context,review_link,review_id,Place,Date,sentiment_label,cleaned_review_body,lemma_review_body,forAnalysis,predicted_sentiment,predicted_sentiment_score,predicted_emotions,emotion,pros_list
160,Luqman shaikh,5,iPhone 13,"Fantastic phone! The iPhone 13’s camera is brilliant, the design is amazing, and the performance is top-notch. I’m so pleased I switched to Apple.",Reviewed in India on 26 August 2024,/gp/customer-reviews/R3EL8HOD1TWLE5/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,161,India,26-08-2024,POSITIVE,fantastic phone iphone 13 camera brilliant design amazing performance top notch m pleased switched apple,fantastic phone iphone 13 camera brilliant design amazing performance top notch m pleased switch apple,True,POSITIVE,0.9988756775856018,"{'anger': None, 'disgust': None, 'fear': None, 'joy': 0.9305078983306885, 'neutral': None, 'sadness': None, 'surprise': None}",['joy'],"['Camera quality on iPhone 13 praised as ""brilliant""', 'Design of iPhone 13 described as ""amazing""', 'Performance of iPhone 13 considered ""top', 'notch"" and leading to customer satisfaction with the decision to switch to Apple.']"
161,Madhupriya,4,Always wanted to buy an Iphone!,"Reviewing after 4 months of usage. Like everyone else I always wanted to buy an Iphone. Tbh, camera is the best about it. I still use an Android for daily use and I don't think Iphone interface is user friendly for a long term Android user. But yes, Iphone is really awesome for the camera!",Reviewed in India on 25 January 2024,/gp/customer-reviews/R2425P41SEXTW4/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,162,India,25-01-2024,POSITIVE,reviewing after 4 months usage like everyone else always wanted buy iphone tbh camera best about still use android for daily use think iphone interface user friendly for long term android user yes iphone really awesome for camera,review after 4 month usage like everyone else always want buy iphone tbh camera well about still use android for daily use think iphone interface user friendly for long term android user yes iphone really awesome for camera,True,POSITIVE,0.9987186193466188,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': None, 'surprise': None}",[],['Best camera quality among smartphones used by me so far.']
162,mahesh,4,First iPhone experience,Compact screen size with best display and battery is average not as expected but good for medium user and heating sometimes while turn on wifi and watching videos for long time and excellent cameras and without case it attracts fingerprints and network issues while turn on mobile data and playing youtube videos some lag and sound is good from speaker .,Reviewed in India on 11 November 2023,/gp/customer-reviews/RZ6LM6ULIVTDL/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,163,India,11-11-2023,POSITIVE,compact screen size with best display battery average not expected good for medium user heating sometimes turn on wifi watching videos for long time excellent cameras without case attracts fingerprints network issues turn on mobile data playing youtube videos some lag sound good speaker,compact screen size with good display battery average not expect good for medium user heating sometimes turn on wifi watch video for long time excellent camera without case attract fingerprint network issue turn on mobile datum play youtube video some lag sound good speaker,True,POSITIVE,0.9986536502838136,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': None, 'surprise': None}",[],"['Compact screen size with best display.', 'Good battery life (average not as expected).', 'Attractive design without a case, leading to fingerprints.', 'Excellent cameras.', 'Sound quality from the built', 'in speakers is good for some lag and sound issues while using mobile data or playing YouTube videos on WiFi.']"
166,Manikandan,4,Value for money,Such a nice product and seller also before receiving order I am scared about the product and seller but both are good and nice thanks Amazon and the seller,Reviewed in India on 7 January 2024,/gp/customer-reviews/R3BQX4S17YUFZ1/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,167,India,07-01-2024,POSITIVE,nice product seller also before receiving order scared about product seller both good nice thanks amazon seller,nice product seller also before receive order scare about product seller both good nice thank amazon seller,True,POSITIVE,0.9988184571266174,"{'anger': None, 'disgust': None, 'fear': 0.9830142259597778, 'joy': None, 'neutral': None, 'sadness': None, 'surprise': None}",['fear'],"['Nice product', 'Good and nice seller', 'Positive experience with Amazon as well', ""Seller's reliability, despite initial fears.""]"
167,manoj,5,Redefining Excellence: A Review of the iPhone 13 128GB,"The iPhone 13 128GB has surpassed my expectations in every aspect, setting a new standard for smartphone excellence. From its sleek design to its powerful performance and innovative features, this device has truly redefined what it means to own a premium smartphone.Design and Build Quality:The iPhone 13’s design is a masterpiece of craftsmanship, featuring a sleek aluminum frame and a stunning ceramic shield front cover. The device feels incredibly premium in hand, with its compact form factor and exquisite attention to detail. The IP68 water and dust resistance provide added durability and peace of mind, making it perfect for everyday use.Display:The Super Retina XDR display of the iPhone 13 is nothing short of breathtaking. The 6.1-inch OLED screen delivers vibrant colors, deep blacks, and excellent brightness levels, ensuring an immersive viewing experience for everything from streaming videos to browsing the web. The True Tone technology adapts the display to ambient lighting conditions, providing a comfortable viewing experience at all times.",Reviewed in India on 24 July 2024,/gp/customer-reviews/R3TVBRK6L0DMTQ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,168,India,24-07-2024,POSITIVE,iphone 13 128gb surpassed my expectations in every aspect setting new standard for smartphone excellence sleek design powerful performance innovative features device truly redefined means own premium smartphone design build quality iphone 13 design masterpiece craftsmanship featuring sleek aluminum frame stunning ceramic shield front cover device feels incredibly premium in hand with compact form factor exquisite attention detail ip68 water dust resistance provide added durability peace mind making perfect for everyday use display super retina xdr display iphone 13 nothing short breathtaking 6 1 inch oled screen delivers vibrant colors deep blacks excellent brightness levels ensuring immersive viewing experience for everything streaming videos browsing web true tone technology adapts display ambient lighting conditions providing comfortable viewing experience all times,iphone 13 128 gb surpass my expectation in every aspect set new standard for smartphone excellence sleek design powerful performance innovative feature device truly redefine mean own premium smartphone design build quality iphone 13 design masterpiece craftsmanship feature sleek aluminum frame stunning ceramic shield front cover device feel incredibly premium in hand with compact form factor exquisite attention detail ip68 water dust resistance provide add durability peace mind make perfect for everyday use display super retina xdr display iphone 13 nothing short breathtaking 6 1 inch ole screen deliver vibrant color deep black excellent brightness level ensure immersive view experience for everything stream video browse web true tone technology adapt display ambient lighting condition provide comfortable viewing experience all time,True,POSITIVE,0.9989001750946044,"{'anger': None, 'disgust': None, 'fear': None, 'joy': 0.8556247353553772, 'neutral': None, 'sadness': None, 'surprise': None}",['joy'],"['Sleek design with aluminum frame and ceramic shield front cover', 'Compact form factor for easy handling', 'Exquisite attention to detail in build quality', 'IP68 water and dust resistance', 'Super Retina XDR display offering vibrant colors, deep blacks, excellent brightness levels', 'True Tone technology adapting the screen to ambient light conditions']"
172,Meganathen,1,Don’t buy through Amazon,Withinna week phone is corrected ..Amazon sells me a defective product,Reviewed in India on 27 May 2024,/gp/customer-reviews/RC440BIN738QO/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,173,India,27-05-2024,NEGATIVE,withinna week phone corrected amazon sells defective product,withinna week phone correct amazon sell defective product,True,POSITIVE,0.9912007451057434,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': None, 'surprise': None}",[],"['Defective product received within one week after purchase, indicating quick delivery service.', 'Customer reported the issue promptly and Amazon acknowledged it as a ""defect,"" suggesting responsiveness to customer concerns regarding quality control or return policy. However, this point should be noted with caution since the review indicates dissatisfaction due to receiving what was perceived as a defective product overall.']"
175,Mithun Kumar,4,Iphone at great indian sale,It was a good phone basically I thought that the phone will in damaged conditions or refurbished phone or some of the featured list will low and i was afraid of that but it was all ok and i am happie about that and i bought it in great indian sale,Reviewed in India on 1 November 2023,/gp/customer-reviews/R2RO0T36EAU0PT/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,176,India,01-11-2023,POSITIVE,good phone thought phone in damaged conditions refurbished phone some featured list low afraid all ok happie about bought in great indian sale,good phone think phone in damage condition refurbish phone some feature list low afraid all ok happie about buy in great indian sale,True,POSITIVE,0.9983487129211426,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': None, 'surprise': None}",[],"['Good condition overall.', 'Great Indian Sale price attractiveness.']"
176,Mohd Azeem Akhtar,4,A Sleek and powerful device,"Here's a review for the iPhone 13 128GB in Midnight color:Title: A Sleek and Powerful Device!Rating: 5/5I'm absolutely loving my new iPhone 13 in Midnight color! The sleek design and stunning display make it a head-turner. With 128GB of storage, I have plenty of space for my favorite apps, photos, and music.The camera is incredible, capturing crisp and vibrant images even in low light. The battery life is impressive, lasting me a full day with heavy use. The A15 Bionic chip delivers lightning-fast performance, making everything from gaming to multitasking a breeze.The Midnight color is sleek and sophisticated, and the OLED display is simply gorgeous. I couldn't be happier with my purchase!Pros:- Stunning display- Excellent camera performance- Fast performance- Long battery life- Sleek designCons: None!Overall, I highly recommend the iPhone 13 128GB in Midnight color to anyone looking for a top-notch smartphone!",Reviewed in India on 27 June 2024,/gp/customer-reviews/R3E5NLZH5Y3D74/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,177,India,27-06-2024,POSITIVE,review for iphone 13 128gb in midnight color title sleek powerful device rating 5 5i m absolutely loving my new iphone 13 in midnight color sleek design stunning display make head turner with 128gb storage plenty space for my favorite apps photos music camera incredible capturing crisp vibrant images even in low light battery life impressive lasting full day with heavy use a15 bionic chip delivers lightning fast performance making everything gaming multitasking breeze midnight color sleek sophisticated oled display simply gorgeous couldn happier with my purchase pros stunning display excellent camera performance fast performance long battery life sleek designcons none overall highly recommend iphone 13 128gb in midnight color anyone looking for top notch smartphone,review for iphone 13 128 gb in midnight color title sleek powerful device rating 5 5i m absolutely love my new iphone 13 in midnight color sleek design stunning display make head turner with 128 gb storage plenty space for my favorite app photo music camera incredible capture crisp vibrant image even in low light battery life impressive last full day with heavy use a15 bionic chip deliver lightning fast performance make everything game multitaske breeze midnight color sleek sophisticated oled display simply gorgeous couldn happy with my purchase pro stunning display excellent camera performance fast performance long battery life sleek designcon none overall highly recommend iphone 13 128 gb in midnight color anyone look for top notch smartphone,True,POSITIVE,0.998910665512085,"{'anger': None, 'disgust': None, 'fear': None, 'joy': 0.9626356363296509, 'neutral': None, 'sadness': None, 'surprise': None}",['joy'],"['Stunning display', 'Excellent camera performance', 'Fast performance', 'Long battery life', 'Sleek design']"
177,Mohd shadab,4,Mobile have more heat at the time of charging,All over good price is good less than other sources but it’s have heating issues while charging device. I know apple devices have heated while charging but it’s too hot than other devices,Reviewed in India on 11 May 2024,/gp/customer-reviews/R1P1TZGYMTX9WQ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,178,India,11-05-2024,POSITIVE,all over good price good less than other sources heating issues charging device know apple devices heated charging hot than other devices,all over good price good less than other source heating issue charge device know apple device heat charge hot than other device,True,POSITIVE,0.998785436153412,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': None, 'surprise': None}",[],"['Good price compared to other sources', 'Availability of Apple products (implied by the context)']"
179,MUSKAN MALIK,5,Perfect product,I find this perfect colour is amazing I would suggest this to everyone,Reviewed in India on 29 June 2024,/gp/customer-reviews/R2X28EWTQP4W3T/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,180,India,29-06-2024,POSITIVE,find perfect colour amazing would suggest everyone,find perfect colour amazing would suggest everyone,True,POSITIVE,0.9983345866203308,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': None, 'surprise': None}",[],"['Perfect color for me', 'Amazing product overall', 'Recommends it highly (implying positive aspects)', 'Suggests others try too (implies satisfaction with the purchase and its quality or usefulness)']"
180,Nagendra Singh Madnawat,4,The iPhone 13 - A Stunning Upgrade!,"The iPhone 13 is, without a doubt, a game-changer. As an avid Apple user, I recently upgraded to this incredible device, and it has exceeded my already high expectations in every way. Here's why I am thoroughly impressed with the iPhone 13:Performance: The A15 Bionic chip is a powerhouse. It makes everything I do on my phone feel lightning-fast and seamless. Whether I'm gaming, streaming, or multitasking, the iPhone 13 handles it all effortlessly.Display: The Super Retina XDR display is a work of art. The colors are vivid, the brightness is exceptional, and the contrast is stunning. Whether I'm watching movies, browsing the web, or scrolling through social media, the visual experience is second to none.Camera: The camera system on the iPhone 13 is nothing short of amazing. It captures photos and videos with outstanding clarity and detail. The Night mode has been a game-changer for low-light photography, and the Cinematic mode for videos adds a whole new dimension to my creative endeavors.Battery Life: Apple has improved battery life on the iPhone 13, and it shows. I can go through an entire day of heavy usage without needing to reach for a charger. The battery management features are also impressive, ensuring I get the most out of every charge.iOS: The iPhone 13 runs on iOS, and the user experience is unmatched. The interface is intuitive, and the App Store offers a vast ecosystem of apps that enhance the device's capabilities.Design: The iPhone 13 boasts a sleek and premium design. It's durable and feels great in hand. The Ceramic Shield front cover offers extra protection, which is a welcome addition.5G Capability: The iPhone 13 is 5G-ready, which means I can experience lightning-fast data speeds and low latency, making it future-proof and ready for the latest advancements in mobile technology.Privacy and Security: Apple's commitment to user privacy and security is commendable. With features like Face ID and enhanced data protection, I feel confident that my personal information is in safe hands.In summary, the iPhone 13 is a stunning upgrade, delivering on Apple's legacy of innovation and excellence. It offers exceptional performance, a breathtaking display, a camera system that redefines mobile photography and videography, and a design that exudes luxury. This device is a testament to Apple's commitment to pushing the boundaries of what a smartphone can be. If you're looking for the best in the business, the iPhone 13 is it. I wholeheartedly recommend it to anyone seeking a top-tier mobile experience. It's worth every penny and more!",Reviewed in India on 1 November 2023,/gp/customer-reviews/R432I1P1SAZJS/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,181,India,01-11-2023,POSITIVE,iphone 13 without doubt game changer avid apple user recently upgraded incredible device exceeded my already high expectations in every way thoroughly impressed with iphone 13 performance a15 bionic chip powerhouse makes everything on my phone feel lightning fast seamless whether m gaming streaming multitasking iphone 13 handles all effortlessly display super retina xdr display work art colors vivid brightness exceptional contrast stunning whether m watching movies browsing web scrolling social media visual experience second none camera camera system on iphone 13 nothing short amazing captures photos videos with outstanding clarity detail night mode game changer for low light photography cinematic mode for videos adds whole new dimension my creative endeavors battery life apple improved battery life on iphone 13 shows go entire day heavy usage without needing reach for charger battery management features also impressive ensuring get most out every charge ios iphone 13 runs on ios user experience unmatched interface intuitive app store offers vast ecosystem apps enhance device capabilities design iphone 13 boasts sleek premium design durable feels great in hand ceramic shield front cover offers extra protection welcome addition 5g capability iphone 13 5g ready means experience lightning fast data speeds low latency making future proof ready for latest advancements in mobile technology privacy security apple commitment user privacy security commendable with features like face id enhanced data protection feel confident my personal information in safe hands in summary iphone 13 stunning upgrade delivering on apple legacy innovation excellence offers exceptional performance breathtaking display camera system redefines mobile photography videography design exudes luxury device testament apple commitment pushing boundaries smartphone re looking for best in business iphone 13 wholeheartedly recommend anyone seeking top tier mobile experience worth every penny,iphone 13 without doubt game changer avid apple user recently upgrade incredible device exceed my already high expectation in every way thoroughly impressed with iphone 13 performance a15 bionic chip powerhouse make everything on my phone feel lightning fast seamless whether m game stream multitaske iphone 13 handle all effortlessly display super retina xdr display work art color vivid brightness exceptional contrast stunning whether m watch movie browse web scroll social medium visual experience second none camera camera system on iphone 13 nothing short amazing capture photo video with outstanding clarity detail night mode game changer for low light photography cinematic mode for video add whole new dimension my creative endeavor battery life apple improve battery life on iphone 13 show go entire day heavy usage without need reach for charger battery management feature also impressive ensuring get most out every charge io iphone 13 run on io user experience unmatched interface intuitive app store offer vast ecosystem app enhance device capability design iphone 13 boast sleek premium design durable feel great in hand ceramic shield front cover offer extra protection welcome addition 5 g capability iphone 13 5 g ready mean experience lightning fast datum speed low latency make future proof ready for late advancement in mobile technology privacy security apple commitment user privacy security commendable with feature like face i d enhance datum protection feel confident my personal information in safe hand in summary iphone 13 stunning upgrade deliver on apple legacy innovation excellence offer exceptional performance breathtaking display camera system redefine mobile photography videography design exude luxury device testament apple commitment push boundary smartphone re look for good in business iphone 13 wholeheartedly recommend anyone seek top tier mobile experience worth every penny,True,POSITIVE,0.9989259839057922,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': None, 'surprise': None}",[],"['A15 Bionic chip performance enhancement', 'Super Retina XDR display quality', 'Night mode camera capability for low light photography', 'Cinematic video mode creativity boost', 'Improved battery life with efficient management features', 'iOS user experience and App Store ecosystem diversity', 'Sleek, durable design featuring Ceramic Shield front cover', '5G capability for fast data speeds and low latency']"
182,nareshbabu,4,Overall,I am very happy to got this,Reviewed in India on 12 March 2024,/gp/customer-reviews/RDEQ4BTBK5U4Z/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,183,India,12-03-2024,POSITIVE,happy got,happy get,True,POSITIVE,0.9987331032752992,"{'anger': None, 'disgust': None, 'fear': None, 'joy': 0.7947481274604797, 'neutral': None, 'sadness': None, 'surprise': None}",['joy'],"['Happy with purchase', 'Satisfaction felt after buying\n\n### Pros:', 'Happiness from acquisition', 'Positive sentiment post', 'purchase']"
183,Naveen Reddy,4,Good one as expected,"It has been about a month since received the phone. My over all experience of using it has been excellent as of now. But the only thing which I felt compromised is the battery life. When using often, I am seeing the battery getting drained fast.Except that, everything has been in line with my expectations from an Iphone.",Reviewed in India on 11 November 2023,/gp/customer-reviews/R2EFJIEHLJXFC7/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,184,India,11-11-2023,POSITIVE,about month since received phone my over all experience using excellent only thing felt compromised battery life using seeing battery getting drained fast except everything in line with my expectations iphone,about month since receive phone my over all experience use excellent only thing feel compromise battery life use see battery getting drain fast except everything in line with my expectation iphone,True,POSITIVE,0.9986544847488404,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': 0.8126673698425293, 'surprise': None}",['sadness'],"['Excellent overall experience so far', 'Meets expectations for iPhone performance and features', 'Battery does not last long during frequent use']"
187,nikhiles raychaudhury,2,An white elephant. wth retrograde design. Cheap appearance,The look is retrograde . Feel is cheap. Does not have physical double SIM. The Airtel does not offer eSIM for prepaid connection. Fortunately jio revised an eSIM that got activated in 2hrs’.There is nothing so spectacular about the camera. The cinematic mode is good.This is my first exposure to iphone.Impression : As good as any highend handset. Android is really more user friendly.Battery life for a new hand set is just good. Sustains 12hrs’ normal mixed use.,Reviewed in India on 28 September 2021,/gp/customer-reviews/R14YNTQBQHZDC8/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,188,India,28-09-2021,NEGATIVE,look retrograde feel cheap not physical double sim airtel not offer esim for prepaid connection fortunately jio revised esim got activated in 2hrs nothing spectacular about camera cinematic mode good my first exposure iphone impression good any highend handset android really user friendly battery life for new hand set good sustains 12hrs normal mixed use,look retrograde feel cheap not physical double sim airtel not offer esim for prepaid connection fortunately jio revise esim get activate in 2hrs nothing spectacular about camera cinematic mode good my first exposure iphone impression good any highend handset android really user friendly battery life for new hand set good sustain 12hrs normal mixed use,True,POSITIVE,0.9979451298713684,"{'anger': None, 'disgust': None, 'fear': None, 'joy': 0.9690834283828735, 'neutral': None, 'sadness': None, 'surprise': None}",['joy'],"['Retrograde look', 'Good feeling (despite being cheap)', 'Activated eSIM within 2 hours on jio', 'Cinematic mode quality appreciated', 'Android user friendliness noted as a positive aspect compared to iPhone', 'Battery life sustains for about 12 hours of mixed use']"
191,nishant joshi,5,Nice,"The iPhone 13's camera is just fantastic! The photos come out so clear and vibrant, much better than my old Samsung. Really happy with this upgrade",Reviewed in India on 7 September 2024,/gp/customer-reviews/R3RKDGT0VR3V40/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,192,India,07-09-2024,POSITIVE,iphone 13 camera fantastic photos come out clear vibrant much better than my old samsung really happy with upgrade,iphone 13 camera fantastic photo come out clear vibrant much well than my old samsung really happy with upgrade,True,POSITIVE,0.998910427093506,"{'anger': None, 'disgust': None, 'fear': None, 'joy': 0.852798581123352, 'neutral': None, 'sadness': None, 'surprise': None}",['joy'],"['Camera clarity', 'Vibrant photo output', 'Satisfaction with the product upgrade']"
194,Nitish Kumar,4,I chosen an iPhone as my first smartphone!!,"I’ve been very satisfied with its performance. The device offers a seamless user experience, with a sleek design and a vibrant display. Its camera quality is impressive, capturing sharp and vivid photos. The battery life has been reliable for my daily usage, and the ecosystem of apps and services is a huge advantage. Overall, I highly recommend this iPhone for anyone looking for a premium smartphone experience and I’m thrilled with my decision to choose an iPhone as my first smartphone!!",Reviewed in India on 23 October 2023,/gp/customer-reviews/RFEZ6UUFSU53H/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,195,India,23-10-2023,POSITIVE,ve satisfied with performance device offers seamless user experience with sleek design vibrant display camera quality impressive capturing sharp vivid photos battery life reliable for my daily usage ecosystem apps services huge advantage overall highly recommend iphone for anyone looking for premium smartphone experience m thrilled with my decision choose iphone my first smartphone,ve satisfy with performance device offer seamless user experience with sleek design vibrant display camera quality impressive capture sharp vivid photo battery life reliable for my daily usage ecosystem app service huge advantage overall highly recommend iphone for anyone look for premium smartphone experience m thrilled with my decision choose iphone my first smartphone,True,POSITIVE,0.9989343285560608,"{'anger': None, 'disgust': None, 'fear': None, 'joy': 0.9686972498893738, 'neutral': None, 'sadness': None, 'surprise': None}",['joy'],"['Seamless user experience', 'Sleek design', 'Vibrant display', 'Impressive camera quality, capturing sharp and vivid photos', 'Reliable battery life for daily usage', 'Advantageous ecosystem of apps and services', 'High recommendation']"
195,NITISH KUMAR SHARMA,2,Battery issue,"I bought Iphone 13 this battery is not good as other I phone’S battery.I am using I phone,s from long ago. My I phone 11 battery is still good as 13.",Reviewed in India on 28 October 2023,/gp/customer-reviews/R1FKGV3W5KHWS2/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,196,India,28-10-2023,NEGATIVE,bought iphone 13 battery not good other phone battery using phone long ago my phone 11 battery still good 13,buy iphone 13 battery not good other phone battery use phone long ago my phone 11 battery still good 13,True,POSITIVE,0.9923096895217896,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': None, 'surprise': None}",[],"['Battery life comparable to older iPhone models despite being a newer one (iPhone X/XR)', ""Still has decent battery performance after several years of use\n\nNote: The user's experience suggests that the new iPhone model they purchased may not be living up to their expectations in terms of battery longethy, which is generally considered as an aspect rather than a pro.""]"
197,Nm,2,heating issue,Mobile heating when charging,Reviewed in India on 14 October 2023,/gp/customer-reviews/R1EQC9L1TCKTGX/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,198,India,14-10-2023,NEGATIVE,mobile heating charging,mobile heating charge,True,POSITIVE,0.9955238103866576,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': 0.9021502733230591, 'sadness': None, 'surprise': None}",['neutral'],"['Mobile heating during charging process', 'Convenient portability while using device']"
199,Noor Agro Food,4,Amazing,"Finally Switched from android. In hand feel is super amazing. they are still susceptible to hacking, among other types of security threats. Photos comes out ver good .Screen quality is wow i mean watching experience is super satisfying.",Reviewed in India on 29 June 2024,/gp/customer-reviews/RAXWC1QXRX24X/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,200,India,29-06-2024,POSITIVE,finally switched android in hand feel super amazing still susceptible hacking among other types security threats photos comes out ver good screen quality wow mean watching experience super satisfying,finally switch android in hand feel super amazing still susceptible hacking among other type security threat photo come out ver good screen quality wow mean watch experience super satisfying,True,POSITIVE,0.9988536834716796,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': None, 'surprise': 0.9103626608848572}",['surprise'],"['Super amazing hand feel', 'Good photo output', 'Wow screen quality and watchable viewing experience']"
202,Omkar J.,5,Good Quality Product,I am happy to share that my personal review. iPhone is very smooth to handle. Display was too good. Camera quality is amazing.Worth it 👍,Reviewed in India on 6 September 2024,/gp/customer-reviews/R2R5LHYWFMYAMV/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,203,India,06-09-2024,POSITIVE,happy share my personal review iphone smooth handle display good camera quality amazing worth,happy share my personal review iphone smooth handle display good camera quality amazing worth,True,POSITIVE,0.9988521337509156,"{'anger': None, 'disgust': None, 'fear': None, 'joy': 0.9266538619995117, 'neutral': None, 'sadness': None, 'surprise': None}",['joy'],"['Smooth handling experience with the device', 'High display quality on the phone', 'Excellent camera performance and capabilities', 'Overall satisfaction, deeming iPhone as worth its cost or price tag (""Worth it"" signifies this)  ✅\n\nNone. (The review does not contain any cons explicitly mentioned.)']"
204,paddu,5,Best phone that too in budget,"The iPhone 13 is a solid upgrade, especially for those coming from older models. Its improvements in battery life, camera capabilities, and processing power make it a worthwhile consideration. However, if you already have an iPhone 12, the changes might not be significant enough to justify an immediate upgrade unless the new camera features or increased battery life are particularly important to you",Reviewed in India on 31 July 2024,/gp/customer-reviews/R1P84CZGES9AFR/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,205,India,31-07-2024,POSITIVE,iphone 13 solid upgrade especially for coming older models improvements in battery life camera capabilities processing power make worthwhile consideration however already iphone 12 changes might not significant enough justify immediate upgrade unless new camera features increased battery life particularly important,iphone 13 solid upgrade especially for come old model improvement in battery life camera capability processing power make worthwhile consideration however already iphone 12 change might not significant enough justify immediate upgrade unless new camera feature increase battery life particularly important,True,POSITIVE,0.9985488057136536,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': None, 'surprise': None}",[],"['Improvements in battery life', 'Enhanced camera capabilities', 'Increased processing power']"
205,Palak Mishra,4,Amazon helped me again,"I was dying to buy this at an affordable rate and amazon made it happen, the packaging was nice and the product is in amazing condition",Reviewed in India on 30 January 2024,/gp/customer-reviews/R1WRT26ND2H5G4/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,206,India,30-01-2024,POSITIVE,dying buy affordable rate amazon made happen packaging nice product in amazing condition,die buy affordable rate amazon make happen package nice product in amazing condition,True,POSITIVE,0.9988077878952026,"{'anger': None, 'disgust': None, 'fear': None, 'joy': 0.8430048227310181, 'neutral': None, 'sadness': None, 'surprise': None}",['joy'],"['Product available for purchase on Amazon', 'Affordable price point', 'Nice packaging', 'Excellent condition of the item']"
